Source,Target,Weight,Type
MissLnsy_1788.rtf,MissLvr_1788.rtf,2,undirected
MissLnsy_1788.rtf,MissRchrdsn_1788.rtf,4,undirected
MissLnsy_1788.rtf,MissTrbt_1788.rtf,10,undirected
MissLstr_1788.rtf,MissBetsyHdsn_1788.rtf,13,undirected
MissLstr_1788.rtf,MissBnd_1788.rtf,2,undirected
MissLstr_1788.rtf,MissGrn_1788.rtf,1,undirected
MissLstr_1788.rtf,MissHarrietJns_1788.rtf,4,undirected
MissLstr_1788.rtf,MissKn_1788.rtf,1,undirected
MissLstr_1788.rtf,MrsDd_1788.rtf,6,undirected
MissLstr_1788.rtf,MrsDfld_1788.rtf,21,undirected
MissLstr_1788.rtf,MrsHrvy_1788.rtf,10,undirected
MissLvr_1788.rtf,MissBrwn_1788.rtf,1,undirected
MissLvr_1788.rtf,MissHllnd_1788.rtf,12,undirected
MissLvr_1788.rtf,MissLcs_1788.rtf,11,undirected
MissLvr_1788.rtf,MissLnsy_1788.rtf,2,undirected
MissLvr_1788.rtf,MissRchrdsn_1788.rtf,12,undirected
MissMntn_1788.rtf,MissBnd_1788.rtf,13,undirected
MissMntn_1788.rtf,MissGrge_1788.rtf,3,undirected
MissMntn_1788.rtf,MissHarrietJns_1788.rtf,15,undirected
MissMntn_1788.rtf,MissKn_1788.rtf,15,undirected
MissRchrdsn_1788.rtf,MissClnton_1788.rtf,1,undirected
MissRchrdsn_1788.rtf,MissHllnd_1788.rtf,23,undirected
MissRchrdsn_1788.rtf,MissHrdy_1788.rtf,1,undirected
MissRchrdsn_1788.rtf,MissJnsn_1788.rtf,15,undirected
MissRchrdsn_1788.rtf,MissLcs_1788.rtf,6,undirected
MissRchrdsn_1788.rtf,MissLnsy_1788.rtf,4,undirected
MissRchrdsn_1788.rtf,MissLvr_1788.rtf,12,undirected
MissTrbt_1788.rtf,MissBrn_1788.rtf,5,undirected
MissTrbt_1788.rtf,MissClnton_1788.rtf,4,undirected
MissTrbt_1788.rtf,MissHllnd_1788.rtf,2,undirected
MissTrbt_1788.rtf,MissHrdy_1788.rtf,14,undirected
MissTrbt_1788.rtf,MissJnsn_1788.rtf,3,undirected
MissTrbt_1788.rtf,MissLnsy_1788.rtf,10,undirected
MrsCrsby_1788.rtf,Harris_1788A.rtf,4,undirected
MrsCrsby_1788.rtf,Harris_1793.rtf,4,undirected
MrsCrsby_1788.rtf,MissBlke_1788.rtf,9,undirected
MrsCrsby_1788.rtf,MissDvnprt_1788.rtf,20,undirected
MrsCrsby_1788.rtf,MrsDd_1788.rtf,14,undirected
MrsCrsby_1788.rtf,MrsHrvy_1788.rtf,1,undirected
MrsDd_1788.rtf,MissBetsyHdsn_1788.rtf,1,undirected
MrsDd_1788.rtf,MissBlke_1788.rtf,22,undirected
MrsDd_1788.rtf,MissDvnprt_1788.rtf,3,undirected
MrsDd_1788.rtf,MissLstr_1788.rtf,6,undirected
MrsDd_1788.rtf,MrsCrsby_1788.rtf,14,undirected
MrsDd_1788.rtf,MrsDfld_1788.rtf,4,undirected
MrsDd_1788.rtf,MrsHrvy_1788.rtf,14,undirected
MrsDfld_1788.rtf,MissBetsyHdsn_1788.rtf,13,undirected
MrsDfld_1788.rtf,MissBlke_1788.rtf,2,undirected
MrsDfld_1788.rtf,MissHarrietJns_1788.rtf,1,undirected
MrsDfld_1788.rtf,MissLstr_1788.rtf,21,undirected
MrsDfld_1788.rtf,MrsDd_1788.rtf,4,undirected
MrsHrvy_1788.rtf,MissBlke_1788.rtf,12,undirected
MrsHrvy_1788.rtf,MissDvnprt_1788.rtf,5,undirected
MrsHrvy_1788.rtf,MissLstr_1788.rtf,10,undirected
MrsHrvy_1788.rtf,MrsCrsby_1788.rtf,1,undirected
MrsHrvy_1788.rtf,MrsDd_1788.rtf,14,undirected
